;set_id;name;year;theme;subtheme;themeGroup;category;pieces;minifigs;agerange_min;US_retailPrice;bricksetURL;thumbnailURL;imageURL
6453;6936-1;Piraka & Catapult;2006;Bionicle;Playsets;Constraction;Normal;20.0;1.0;;;https://brickset.com/sets/6936-1;https://images.brickset.com/sets/small/6936-1.jpg;https://images.brickset.com/sets/images/6936-1.jpg
6454;6937-1;Give Away;2006;Bionicle;Playsets;Constraction;Normal;17.0;2.0;;;https://brickset.com/sets/6937-1;https://images.brickset.com/sets/small/6937-1.jpg;https://images.brickset.com/sets/images/6937-1.jpg
6455;6992-1;Inika Toa Jaller Nestle #6;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6992-1;;
6456;6993-1;Inika Toa Kongu Nestle #5;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6993-1;;
6457;6994-1;Inika Toa Hahli Nestle #4;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6994-1;;
6458;6995-1;Piraka Thok Nestle #3;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6995-1;;
6459;6996-1;Piraka Reidak Nestle #1;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6996-1;;
6460;6997-1;Piraka Avak Nestle #2;2006;Gear;Fast food toys;Miscellaneous;Gear;;1.0;;;https://brickset.com/sets/6997-1;;
6461;7020-1;Army of Vikings with Heavy Artillery Wagon;2006;Vikings;;Historical;Normal;312.0;7.0;;;https://brickset.com/sets/7020-1;https://images.brickset.com/sets/small/7020-1.jpg;https://images.brickset.com/sets/images/7020-1.jpg
6462;7021-1;Viking Double Catapult vs. the Armored Ofnir Dragon;2006;Vikings;;Historical;Normal;505.0;3.0;;39.99;https://brickset.com/sets/7021-1;https://images.brickset.com/sets/small/7021-1.jpg;https://images.brickset.com/sets/images/7021-1.jpg
6463;7215-1;Frame & Hairband;2006;Clikits;;Girls;Normal;26.0;;;;https://brickset.com/sets/7215-1;https://images.brickset.com/sets/small/7215-1.jpg;https://images.brickset.com/sets/images/7215-1.jpg
6464;7216-1;Gold Good Guy ;2006;Bionicle;Promotional;Constraction;Normal;22.0;;;;https://brickset.com/sets/7216-1;https://images.brickset.com/sets/small/7216-1.jpg;https://images.brickset.com/sets/images/7216-1.jpg
6465;7217-1;Duracell Bad Guy;2006;Bionicle;Promotional;Constraction;Normal;15.0;;;;https://brickset.com/sets/7217-1;https://images.brickset.com/sets/small/7217-1.jpg;https://images.brickset.com/sets/images/7217-1.jpg
6466;7237-2;Police Station;2006;City;Police;Modern day;Normal;589.0;7.0;;;https://brickset.com/sets/7237-2;https://images.brickset.com/sets/small/7237-2.jpg;https://images.brickset.com/sets/images/7237-2.jpg
6467;7261-2;Clone Turbo Tank (non-light-up, 2006 edition);2006;Star Wars;Episode III;Licensed;Normal;813.0;8.0;;;https://brickset.com/sets/7261-2;https://images.brickset.com/sets/small/7261-2.jpg;https://images.brickset.com/sets/images/7261-2.jpg
6468;7335-1;Foundation Set - Blue Bucket;2006;Make and Create;;Basic;Normal;464.0;2.0;;;https://brickset.com/sets/7335-1;https://images.brickset.com/sets/small/7335-1.jpg;https://images.brickset.com/sets/images/7335-1.jpg
6469;7336-1;Foundation Set - Red Bucket;2006;Make and Create;;Basic;Normal;427.0;;;;https://brickset.com/sets/7336-1;https://images.brickset.com/sets/small/7336-1.jpg;https://images.brickset.com/sets/images/7336-1.jpg
6470;7337-1;Foundation Set - Green Bucket;2006;Duplo;;Pre-school;Normal;50.0;2.0;;;https://brickset.com/sets/7337-1;https://images.brickset.com/sets/small/7337-1.jpg;https://images.brickset.com/sets/images/7337-1.jpg
6471;7338-1;LEGO DUPLO Big Crate;2006;Duplo;Zoo;Pre-school;Normal;116.0;2.0;;;https://brickset.com/sets/7338-1;https://images.brickset.com/sets/small/7338-1.jpg;https://images.brickset.com/sets/images/7338-1.jpg
6472;7339-1;Friendly Animal Bus;2006;Duplo;Zoo;Pre-school;Normal;110.0;5.0;;;https://brickset.com/sets/7339-1;https://images.brickset.com/sets/small/7339-1.jpg;https://images.brickset.com/sets/images/7339-1.jpg
6473;7545-1;Pink & Pearls Jewels 'n' More;2006;Clikits;;Girls;Normal;67.0;;;;https://brickset.com/sets/7545-1;https://images.brickset.com/sets/small/7545-1.jpg;https://images.brickset.com/sets/images/7545-1.jpg
6474;7546-1;Tropical Breeze Jewels 'n' More;2006;Clikits;;Girls;Normal;72.0;;;;https://brickset.com/sets/7546-1;https://images.brickset.com/sets/small/7546-1.jpg;https://images.brickset.com/sets/images/7546-1.jpg
6475;7548-1;Fun Flamingo Frames 'n' More;2006;Clikits;;Girls;Normal;79.0;;;;https://brickset.com/sets/7548-1;https://images.brickset.com/sets/small/7548-1.jpg;https://images.brickset.com/sets/images/7548-1.jpg
6476;7549-1;Totally Tropical Décor Set;2006;Clikits;;Girls;Normal;130.0;;;;https://brickset.com/sets/7549-1;https://images.brickset.com/sets/small/7549-1.jpg;https://images.brickset.com/sets/images/7549-1.jpg
6477;7554-1;Pearly Pink Bracelet & Bands;2006;Clikits;;Girls;Normal;63.0;;;;https://brickset.com/sets/7554-1;https://images.brickset.com/sets/small/7554-1.jpg;https://images.brickset.com/sets/images/7554-1.jpg
6478;7555-1;Glitter & Sparkle Beauty Set;2006;Clikits;;Girls;Normal;57.0;;;;https://brickset.com/sets/7555-1;https://images.brickset.com/sets/small/7555-1.jpg;https://images.brickset.com/sets/images/7555-1.jpg
6479;7577-1;Winter Wonder Palace;2006;Belville;;Girls;Normal;168.0;3.0;5.0;69.99;https://brickset.com/sets/7577-1;https://images.brickset.com/sets/small/7577-1.jpg;https://images.brickset.com/sets/images/7577-1.jpg
6480;7578-1;Ultimate Princesses;2006;Belville;;Girls;Normal;149.0;2.0;5.0;49.99;https://brickset.com/sets/7578-1;https://images.brickset.com/sets/small/7578-1.jpg;https://images.brickset.com/sets/images/7578-1.jpg
6481;7579-1;Blossom Fairy;2006;Belville;;Girls;Normal;46.0;1.0;5.0;9.99;https://brickset.com/sets/7579-1;https://images.brickset.com/sets/small/7579-1.jpg;https://images.brickset.com/sets/images/7579-1.jpg
6482;7601-1;Go-Kart;2006;Creator;Miscellaneous;Model making;Normal;41.0;;;;https://brickset.com/sets/7601-1;https://images.brickset.com/sets/small/7601-1.jpg;https://images.brickset.com/sets/images/7601-1.jpg
6483;7602-1;Black SUV;2006;Creator;Promotional;Model making;Normal;46.0;;;;https://brickset.com/sets/7602-1;https://images.brickset.com/sets/small/7602-1.jpg;https://images.brickset.com/sets/images/7602-1.jpg
6484;7603-1;Dump Truck;2006;Creator;Miscellaneous;Model making;Normal;33.0;;;;https://brickset.com/sets/7603-1;https://images.brickset.com/sets/small/7603-1.jpg;https://images.brickset.com/sets/images/7603-1.jpg
6485;7604-1;Triceratops;2006;Creator;Promotional;Model making;Normal;34.0;;;;https://brickset.com/sets/7604-1;https://images.brickset.com/sets/small/7604-1.jpg;https://images.brickset.com/sets/images/7604-1.jpg
6486;7605-1;Stegosaurus;2006;Creator;Miscellaneous;Model making;Normal;47.0;;;;https://brickset.com/sets/7605-1;https://images.brickset.com/sets/small/7605-1.jpg;https://images.brickset.com/sets/images/7605-1.jpg
6487;7606-1;Frog;2006;Creator;Promotional;Model making;Normal;33.0;;;;https://brickset.com/sets/7606-1;https://images.brickset.com/sets/small/7606-1.jpg;https://images.brickset.com/sets/images/7606-1.jpg
6488;7607-1;Butterfly;2006;Creator;Miscellaneous;Model making;Normal;29.0;;;;https://brickset.com/sets/7607-1;https://images.brickset.com/sets/small/7607-1.jpg;https://images.brickset.com/sets/images/7607-1.jpg
6489;7608-1;Dolphin;2006;Creator;Miscellaneous;Model making;Normal;27.0;;;;https://brickset.com/sets/7608-1;https://images.brickset.com/sets/small/7608-1.jpg;https://images.brickset.com/sets/images/7608-1.jpg
6490;7609-1;Rescue Chopper;2006;Creator;Miscellaneous;Model making;Normal;27.0;;5.0;;https://brickset.com/sets/7609-1;https://images.brickset.com/sets/small/7609-1.jpg;https://images.brickset.com/sets/images/7609-1.jpg
6491;7610-1;Speedboat;2006;Creator;Miscellaneous;Model making;Normal;18.0;;5.0;;https://brickset.com/sets/7610-1;https://images.brickset.com/sets/small/7610-1.jpg;https://images.brickset.com/sets/images/7610-1.jpg
6492;7700-1;Stealth Hunter;2006;Exo-Force;Original;Action/Adventure;Normal;164.0;1.0;7.0;14.99;https://brickset.com/sets/7700-1;https://images.brickset.com/sets/small/7700-1.jpg;https://images.brickset.com/sets/images/7700-1.jpg
6493;7701-1;Grand Titan;2006;Exo-Force;Original;Action/Adventure;Normal;196.0;1.0;;;https://brickset.com/sets/7701-1;https://images.brickset.com/sets/small/7701-1.jpg;https://images.brickset.com/sets/images/7701-1.jpg
6494;7702-1;Thunder Fury;2006;Exo-Force;Original;Action/Adventure;Normal;197.0;1.0;7.0;;https://brickset.com/sets/7702-1;https://images.brickset.com/sets/small/7702-1.jpg;https://images.brickset.com/sets/images/7702-1.jpg
6495;7703-1;Fire Vulture;2006;Exo-Force;Original;Action/Adventure;Normal;177.0;1.0;7.0;;https://brickset.com/sets/7703-1;https://images.brickset.com/sets/small/7703-1.jpg;https://images.brickset.com/sets/images/7703-1.jpg
6496;7704-1;Sonic Phantom;2006;Exo-Force;Original;Action/Adventure;Normal;215.0;1.0;;;https://brickset.com/sets/7704-1;https://images.brickset.com/sets/small/7704-1.jpg;https://images.brickset.com/sets/images/7704-1.jpg
6497;7705-1;Gate Assault;2006;Exo-Force;Original;Action/Adventure;Normal;402.0;5.0;;;https://brickset.com/sets/7705-1;https://images.brickset.com/sets/small/7705-1.jpg;https://images.brickset.com/sets/images/7705-1.jpg
6498;7706-1;Mobile Defense Tank;2006;Exo-Force;Original;Action/Adventure;Normal;365.0;2.0;;;https://brickset.com/sets/7706-1;https://images.brickset.com/sets/small/7706-1.jpg;https://images.brickset.com/sets/images/7706-1.jpg
6499;7707-1;Striking Venom;2006;Exo-Force;Original;Action/Adventure;Normal;646.0;6.0;8.0;49.99;https://brickset.com/sets/7707-1;https://images.brickset.com/sets/small/7707-1.jpg;https://images.brickset.com/sets/images/7707-1.jpg
6500;7708-1;Uplink;2006;Exo-Force;Original;Action/Adventure;Normal;69.0;1.0;;;https://brickset.com/sets/7708-1;https://images.brickset.com/sets/small/7708-1.jpg;https://images.brickset.com/sets/images/7708-1.jpg
6501;7709-1;Sentai Fortress;2006;Exo-Force;Original;Action/Adventure;Normal;1448.0;8.0;;;https://brickset.com/sets/7709-1;https://images.brickset.com/sets/small/7709-1.jpg;https://images.brickset.com/sets/images/7709-1.jpg
6502;7711-1;Sentry;2006;Exo-Force;Original;Action/Adventure;Normal;78.0;1.0;;4.99;https://brickset.com/sets/7711-1;https://images.brickset.com/sets/small/7711-1.jpg;https://images.brickset.com/sets/images/7711-1.jpg
6503;7712-1;Supernova;2006;Exo-Force;Original;Action/Adventure;Normal;287.0;1.0;;;https://brickset.com/sets/7712-1;https://images.brickset.com/sets/small/7712-1.jpg;https://images.brickset.com/sets/images/7712-1.jpg
6504;7713-1;Bridge Walker and White Lightning;2006;Exo-Force;Original;Action/Adventure;Normal;657.0;4.0;;;https://brickset.com/sets/7713-1;https://images.brickset.com/sets/small/7713-1.jpg;https://images.brickset.com/sets/images/7713-1.jpg
6505;7716-1;QUICK Good Guy White;2006;Bionicle;Promotional;Constraction;Normal;21.0;;;;https://brickset.com/sets/7716-1;https://images.brickset.com/sets/small/7716-1.jpg;https://images.brickset.com/sets/images/7716-1.jpg
6506;7717-1;QUICK Bad Guy Green;2006;Bionicle;Promotional;Constraction;Normal;26.0;;;;https://brickset.com/sets/7717-1;https://images.brickset.com/sets/small/7717-1.jpg;https://images.brickset.com/sets/images/7717-1.jpg
6507;7718-1;QUICK Bad Guy Yellow;2006;Bionicle;Promotional;Constraction;Normal;26.0;;;;https://brickset.com/sets/7718-1;https://images.brickset.com/sets/small/7718-1.jpg;https://images.brickset.com/sets/images/7718-1.jpg
6508;7719-1;QUICK Good Guy Red;2006;Bionicle;Promotional;Constraction;Normal;21.0;;;;https://brickset.com/sets/7719-1;https://images.brickset.com/sets/small/7719-1.jpg;https://images.brickset.com/sets/images/7719-1.jpg
6509;7779-1;The Batman Dragster: Catwoman Pursuit;2006;Batman;;Licensed;Normal;92.0;2.0;6.0;;https://brickset.com/sets/7779-1;https://images.brickset.com/sets/small/7779-1.jpg;https://images.brickset.com/sets/images/7779-1.jpg
6510;7780-1;The Batboat: Hunt for Killer Croc;2006;Batman;;Licensed;Normal;188.0;2.0;7.0;;https://brickset.com/sets/7780-1;https://images.brickset.com/sets/small/7780-1.jpg;https://images.brickset.com/sets/images/7780-1.jpg
6511;7781-1;The Batmobile: Two-Face's Escape;2006;Batman;;Licensed;Normal;386.0;3.0;8.0;29.99;https://brickset.com/sets/7781-1;https://images.brickset.com/sets/small/7781-1.jpg;https://images.brickset.com/sets/images/7781-1.jpg
6512;7782-1;The Batwing: The Joker's Aerial Assault;2006;Batman;;Licensed;Normal;523.0;3.0;8.0;;https://brickset.com/sets/7782-1;https://images.brickset.com/sets/small/7782-1.jpg;https://images.brickset.com/sets/images/7782-1.jpg
6513;7783-1;The Batcave: The Penguin and Mr. Freeze's Invasion;2006;Batman;;Licensed;Normal;1071.0;7.0;7.0;89.99;https://brickset.com/sets/7783-1;https://images.brickset.com/sets/small/7783-1.jpg;https://images.brickset.com/sets/images/7783-1.jpg
6514;7784-1;The Batmobile: Ultimate Collectors' Edition;2006;Batman;;Licensed;Normal;1045.0;;7.0;;https://brickset.com/sets/7784-1;https://images.brickset.com/sets/small/7784-1.jpg;https://images.brickset.com/sets/images/7784-1.jpg
6515;7785-1;Arkham Asylum;2006;Batman;;Licensed;Normal;860.0;7.0;8.0;79.99;https://brickset.com/sets/7785-1;https://images.brickset.com/sets/small/7785-1.jpg;https://images.brickset.com/sets/images/7785-1.jpg
6516;7790-1;Standard Starter Set;2006;Duplo;;Pre-school;Normal;75.0;1.0;;;https://brickset.com/sets/7790-1;https://images.brickset.com/sets/small/7790-1.jpg;https://images.brickset.com/sets/images/7790-1.jpg
6517;7792-1;Deluxe Starter Set;2006;Duplo;;Pre-school;Normal;120.0;2.0;;;https://brickset.com/sets/7792-1;https://images.brickset.com/sets/small/7792-1.jpg;https://images.brickset.com/sets/images/7792-1.jpg
6518;7793-1;Standard Starter Set;2006;Make and Create;;Basic;Normal;487.0;1.0;;;https://brickset.com/sets/7793-1;https://images.brickset.com/sets/small/7793-1.jpg;https://images.brickset.com/sets/images/7793-1.jpg
6519;7794-1;{Set with two minifigs};2006;Make and Create;;Basic;Normal;;;;;https://brickset.com/sets/7794-1;https://images.brickset.com/sets/small/7794-1.jpg;https://images.brickset.com/sets/images/7794-1.jpg
6520;7795-1;Deluxe Starter Set;2006;Make and Create;;Basic;Normal;1110.0;3.0;;;https://brickset.com/sets/7795-1;https://images.brickset.com/sets/small/7795-1.jpg;https://images.brickset.com/sets/images/7795-1.jpg
6521;7844-1;Airport Rescue Truck;2006;Duplo;Airport;Pre-school;Normal;30.0;2.0;3.0;;https://brickset.com/sets/7844-1;https://images.brickset.com/sets/small/7844-1.jpg;https://images.brickset.com/sets/images/7844-1.jpg
6522;7846-1;Dragon Tournament;2006;Duplo;Castle;Pre-school;Normal;44.0;3.0;3.0;;https://brickset.com/sets/7846-1;https://images.brickset.com/sets/small/7846-1.jpg;https://images.brickset.com/sets/images/7846-1.jpg
6523;7880-1;Big Pirate Ship;2006;Duplo;Pirates;Pre-school;Normal;60.0;4.0;4.0;99.99;https://brickset.com/sets/7880-1;https://images.brickset.com/sets/small/7880-1.jpg;https://images.brickset.com/sets/images/7880-1.jpg
6524;7881-1;Pirate Ship;2006;Duplo;Pirates;Pre-school;Normal;33.0;2.0;3.0;39.99;https://brickset.com/sets/7881-1;https://images.brickset.com/sets/small/7881-1.jpg;https://images.brickset.com/sets/images/7881-1.jpg
6525;7882-1;Shark Attack;2006;Duplo;Pirates;Pre-school;Normal;13.0;1.0;3.0;19.99;https://brickset.com/sets/7882-1;https://images.brickset.com/sets/small/7882-1.jpg;https://images.brickset.com/sets/images/7882-1.jpg
6526;7883-1;Treasure Hunt;2006;Duplo;Pirates;Pre-school;Normal;14.0;2.0;;9.99;https://brickset.com/sets/7883-1;https://images.brickset.com/sets/small/7883-1.jpg;https://images.brickset.com/sets/images/7883-1.jpg
6527;7890-1;Ambulance;2006;City;Medical;Modern day;Normal;118.0;1.0;5.0;7.99;https://brickset.com/sets/7890-1;https://images.brickset.com/sets/small/7890-1.jpg;https://images.brickset.com/sets/images/7890-1.jpg
6528;7891-1;Airport Fire Truck;2006;City;Airport;Modern day;Normal;148.0;1.0;;14.99;https://brickset.com/sets/7891-1;https://images.brickset.com/sets/small/7891-1.jpg;https://images.brickset.com/sets/images/7891-1.jpg
6529;7892-1;Hospital;2006;City;Medical;Modern day;Normal;382.0;4.0;5.0;49.99;https://brickset.com/sets/7892-1;https://images.brickset.com/sets/small/7892-1.jpg;https://images.brickset.com/sets/images/7892-1.jpg
6530;7893-1;Passenger Plane;2006;City;Airport;Modern day;Normal;401.0;4.0;5.0;39.99;https://brickset.com/sets/7893-1;https://images.brickset.com/sets/small/7893-1.jpg;https://images.brickset.com/sets/images/7893-1.jpg
6531;7893-2;Passenger Plane -  ANA version;2006;City;Airport;Modern day;Normal;384.0;4.0;;;https://brickset.com/sets/7893-2;https://images.brickset.com/sets/small/7893-2.jpg;https://images.brickset.com/sets/images/7893-2.jpg
6532;7894-1;Airport;2006;City;Airport;Modern day;Normal;700.0;5.0;5.0;79.99;https://brickset.com/sets/7894-1;https://images.brickset.com/sets/small/7894-1.jpg;https://images.brickset.com/sets/images/7894-1.jpg
6533;7895-1;Switching Tracks;2006;City;Trains;Modern day;Normal;8.0;;5.0;15.99;https://brickset.com/sets/7895-1;https://images.brickset.com/sets/small/7895-1.jpg;https://images.brickset.com/sets/images/7895-1.jpg
6534;7896-1;Straight and Curved Rails;2006;City;Trains;Modern day;Normal;16.0;;5.0;15.99;https://brickset.com/sets/7896-1;https://images.brickset.com/sets/small/7896-1.jpg;https://images.brickset.com/sets/images/7896-1.jpg
6535;7897-1;Passenger Train;2006;City;Trains;Modern day;Normal;501.0;3.0;6.0;89.99;https://brickset.com/sets/7897-1;https://images.brickset.com/sets/small/7897-1.jpg;https://images.brickset.com/sets/images/7897-1.jpg
6536;7898-1;Cargo Train Deluxe;2006;City;Trains;Modern day;Normal;856.0;5.0;;149.99;https://brickset.com/sets/7898-1;https://images.brickset.com/sets/small/7898-1.jpg;https://images.brickset.com/sets/images/7898-1.jpg
6537;7899-1;Police Boat;2006;City;Police;Modern day;Normal;199.0;3.0;5.0;;https://brickset.com/sets/7899-1;https://images.brickset.com/sets/small/7899-1.jpg;https://images.brickset.com/sets/images/7899-1.jpg
6538;7900-1;Heavy Loader;2006;City;Construction;Modern day;Normal;347.0;1.0;5.0;;https://brickset.com/sets/7900-1;https://images.brickset.com/sets/small/7900-1.jpg;https://images.brickset.com/sets/images/7900-1.jpg
6539;7901-1;Airplane Mechanic;2006;City;Airport;Modern day;Normal;26.0;1.0;5.0;3.49;https://brickset.com/sets/7901-1;https://images.brickset.com/sets/small/7901-1.jpg;https://images.brickset.com/sets/images/7901-1.jpg
6540;7902-1;Doctor's Car;2006;City;Medical;Modern day;Normal;66.0;1.0;5.0;5.99;https://brickset.com/sets/7902-1;https://images.brickset.com/sets/small/7902-1.jpg;https://images.brickset.com/sets/images/7902-1.jpg
6541;7903-1;Rescue Helicopter;2006;City;Medical;Modern day;Normal;249.0;3.0;5.0;19.99;https://brickset.com/sets/7903-1;https://images.brickset.com/sets/small/7903-1.jpg;https://images.brickset.com/sets/images/7903-1.jpg
6542;7904-1;City Advent Calendar;2006;City;Seasonal;Modern day;Normal;257.0;9.0;5.0;;https://brickset.com/sets/7904-1;https://images.brickset.com/sets/small/7904-1.jpg;https://images.brickset.com/sets/images/7904-1.jpg
6543;7905-1;Building Crane;2006;City;Construction;Modern day;Normal;721.0;3.0;;69.99;https://brickset.com/sets/7905-1;https://images.brickset.com/sets/small/7905-1.jpg;https://images.brickset.com/sets/images/7905-1.jpg
6544;8281-1;Mini Tractor;2006;Technic;;Technical;Normal;121.0;;;;https://brickset.com/sets/8281-1;https://images.brickset.com/sets/small/8281-1.jpg;https://images.brickset.com/sets/images/8281-1.jpg
6545;8282-1;Quad Bike;2006;Technic;;Technical;Normal;200.0;;;;https://brickset.com/sets/8282-1;https://images.brickset.com/sets/small/8282-1.jpg;https://images.brickset.com/sets/images/8282-1.jpg
6546;8283-1;Telehandler;2006;Technic;;Technical;Normal;323.0;;;29.99;https://brickset.com/sets/8283-1;https://images.brickset.com/sets/small/8283-1.jpg;https://images.brickset.com/sets/images/8283-1.jpg
6547;8284-1;Dune Buggy / Tractor;2006;Technic;;Technical;Normal;872.0;;10.0;;https://brickset.com/sets/8284-1;https://images.brickset.com/sets/small/8284-1.jpg;https://images.brickset.com/sets/images/8284-1.jpg
6548;8285-1;Tow Truck;2006;Technic;;Technical;Normal;1877.0;;11.0;119.99;https://brickset.com/sets/8285-1;https://images.brickset.com/sets/small/8285-1.jpg;https://images.brickset.com/sets/images/8285-1.jpg
6549;8287-1;Motor Box;2006;Technic;;Technical;Normal;93.0;;8.0;29.99;https://brickset.com/sets/8287-1;https://images.brickset.com/sets/small/8287-1.jpg;https://images.brickset.com/sets/images/8287-1.jpg
6550;8288-1;Crawler Crane;2006;Technic;;Technical;Normal;800.0;;9.0;49.99;https://brickset.com/sets/8288-1;https://images.brickset.com/sets/small/8288-1.jpg;https://images.brickset.com/sets/images/8288-1.jpg
6551;8289-1;Fire Truck;2006;Technic;;Technical;Normal;1035.0;;8.0;74.99;https://brickset.com/sets/8289-1;https://images.brickset.com/sets/small/8289-1.jpg;https://images.brickset.com/sets/images/8289-1.jpg
6552;8369-2;Dirt Crusher RC;2006;Racers;Outdoor RC;Racing;Normal;88.0;;;;https://brickset.com/sets/8369-2;https://images.brickset.com/sets/small/8369-2.jpg;https://images.brickset.com/sets/images/8369-2.jpg
6553;8527-1;Mindstorms NXT;2006;Mindstorms;NXT;Technical;Normal;577.0;;;249.99;https://brickset.com/sets/8527-1;https://images.brickset.com/sets/small/8527-1.jpg;https://images.brickset.com/sets/images/8527-1.jpg
6554;8528-1;Converter Cables for Mindstorms NXT;2006;Mindstorms;NXT;Technical;Normal;3.0;;10.0;9.99;https://brickset.com/sets/8528-1;https://images.brickset.com/sets/small/8528-1.jpg;https://images.brickset.com/sets/images/8528-1.jpg
6555;8529-1;Connector Cables for Mindstorms NXT;2006;Mindstorms;NXT;Technical;Normal;7.0;;10.0;9.99;https://brickset.com/sets/8529-1;https://images.brickset.com/sets/small/8529-1.jpg;https://images.brickset.com/sets/images/8529-1.jpg
6556;8624-1;Race for the Mask of Life;2006;Bionicle;Playsets;Constraction;Normal;507.0;8.0;8.0;59.99;https://brickset.com/sets/8624-1;https://images.brickset.com/sets/small/8624-1.jpg;https://images.brickset.com/sets/images/8624-1.jpg
6557;8625-1;Umbra;2006;Bionicle;Warriors;Constraction;Normal;179.0;;8.0;;https://brickset.com/sets/8625-1;https://images.brickset.com/sets/small/8625-1.jpg;https://images.brickset.com/sets/images/8625-1.jpg
6558;8626-1;Irnakk;2006;Bionicle;Warriors;Constraction;Collection;124.0;;8.0;;https://brickset.com/sets/8626-1;https://images.brickset.com/sets/small/8626-1.jpg;https://images.brickset.com/sets/images/8626-1.jpg
6559;8661-1;Carbon Star;2006;Racers;Tiny Turbos;Racing;Normal;44.0;;;;https://brickset.com/sets/8661-1;https://images.brickset.com/sets/small/8661-1.jpg;https://images.brickset.com/sets/images/8661-1.jpg
6560;8662-1;Blue Renegade;2006;Racers;Tiny Turbos;Racing;Normal;49.0;;;;https://brickset.com/sets/8662-1;https://images.brickset.com/sets/small/8662-1.jpg;https://images.brickset.com/sets/images/8662-1.jpg
6561;8663-1;Fat Trax;2006;Racers;Tiny Turbos;Racing;Normal;42.0;;;;https://brickset.com/sets/8663-1;https://images.brickset.com/sets/small/8663-1.jpg;https://images.brickset.com/sets/images/8663-1.jpg
6562;8664-1;Road Hero;2006;Racers;Tiny Turbos;Racing;Normal;55.0;;;;https://brickset.com/sets/8664-1;https://images.brickset.com/sets/small/8664-1.jpg;https://images.brickset.com/sets/images/8664-1.jpg
6563;8665-1;Highway Enforcer;2006;Racers;Tiny Turbos;Racing;Normal;52.0;;;;https://brickset.com/sets/8665-1;https://images.brickset.com/sets/small/8665-1.jpg;https://images.brickset.com/sets/images/8665-1.jpg
6564;8666-1;Tuner X;2006;Racers;Tiny Turbos;Racing;Normal;61.0;;;;https://brickset.com/sets/8666-1;https://images.brickset.com/sets/small/8666-1.jpg;https://images.brickset.com/sets/images/8666-1.jpg
6565;8667-1;Action Wheeler;2006;Racers;Power Racers;Racing;Normal;79.0;;;;https://brickset.com/sets/8667-1;https://images.brickset.com/sets/small/8667-1.jpg;https://images.brickset.com/sets/images/8667-1.jpg
6566;8668-1;Side Rider 55;2006;Racers;Power Racers;Racing;Normal;111.0;;;;https://brickset.com/sets/8668-1;https://images.brickset.com/sets/small/8668-1.jpg;https://images.brickset.com/sets/images/8668-1.jpg
6567;8669-1;Fire Spinner 360;2006;Racers;Power Racers;Racing;Normal;113.0;;7.0;;https://brickset.com/sets/8669-1;https://images.brickset.com/sets/small/8669-1.jpg;https://images.brickset.com/sets/images/8669-1.jpg
6568;8670-1;Jump Master;2006;Racers;Power Racers;Racing;Normal;105.0;;;;https://brickset.com/sets/8670-1;https://images.brickset.com/sets/small/8670-1.jpg;https://images.brickset.com/sets/images/8670-1.jpg
6569;8671-1;Ferrari 430 Spider 1:17;2006;Racers;Ferrari;Racing;Normal;559.0;;;39.99;https://brickset.com/sets/8671-1;https://images.brickset.com/sets/small/8671-1.jpg;https://images.brickset.com/sets/images/8671-1.jpg
6570;8672-1;Ferrari Finish Line;2006;Racers;Ferrari;Racing;Normal;573.0;10.0;8.0;60.0;https://brickset.com/sets/8672-1;https://images.brickset.com/sets/small/8672-1.jpg;https://images.brickset.com/sets/images/8672-1.jpg
6571;8673-1;Ferrari F1 Fuel Stop;2006;Racers;Ferrari;Racing;Normal;189.0;5.0;;19.99;https://brickset.com/sets/8673-1;https://images.brickset.com/sets/small/8673-1.jpg;https://images.brickset.com/sets/images/8673-1.jpg
6572;8674-1;Ferrari F1 Racer 1:8;2006;Racers;Ferrari;Racing;Normal;1246.0;;;139.99;https://brickset.com/sets/8674-1;https://images.brickset.com/sets/small/8674-1.jpg;https://images.brickset.com/sets/images/8674-1.jpg
6573;8675-1;Outdoor Challenger;2006;Racers;Outdoor RC;Racing;Normal;104.0;;;;https://brickset.com/sets/8675-1;https://images.brickset.com/sets/small/8675-1.jpg;https://images.brickset.com/sets/images/8675-1.jpg
6574;8676-1;Sunset Cruiser;2006;Racers;Outdoor RC;Racing;Normal;58.0;;;;https://brickset.com/sets/8676-1;https://images.brickset.com/sets/small/8676-1.jpg;https://images.brickset.com/sets/images/8676-1.jpg
6575;8681-1;Tuner Garage;2006;Racers;Tiny Turbos;Racing;Normal;652.0;;7.0;;https://brickset.com/sets/8681-1;https://images.brickset.com/sets/small/8681-1.jpg;https://images.brickset.com/sets/images/8681-1.jpg
6576;8682-1;Nitro Intimidator;2006;Racers;Power Racers;Racing;Normal;724.0;;9.0;;https://brickset.com/sets/8682-1;https://images.brickset.com/sets/small/8682-1.jpg;https://images.brickset.com/sets/images/8682-1.jpg
