;set_id;name;year;theme;subtheme;themeGroup;category;pieces;minifigs;agerange_min;US_retailPrice;bricksetURL;thumbnailURL;imageURL
7735;3833-1;Krusty Krab Adventures;2009;SpongeBob SquarePants;;Licensed;Normal;209.0;3.0;6.0;24.99;https://brickset.com/sets/3833-1;https://images.brickset.com/sets/small/3833-1.jpg;https://images.brickset.com/sets/images/3833-1.jpg
7736;3834-1;Good Neighbours at Bikini Bottom;2009;SpongeBob SquarePants;;Licensed;Normal;425.0;3.0;7.0;39.99;https://brickset.com/sets/3834-1;https://images.brickset.com/sets/small/3834-1.jpg;https://images.brickset.com/sets/images/3834-1.jpg
7737;3835-1;Robo Champ;2009;Games;;Miscellaneous;Normal;118.0;;6.0;4.99;https://brickset.com/sets/3835-1;https://images.brickset.com/sets/small/3835-1.jpg;https://images.brickset.com/sets/images/3835-1.jpg
7738;3836-1;Magikus ;2009;Games;;Miscellaneous;Normal;108.0;;6.0;9.99;https://brickset.com/sets/3836-1;https://images.brickset.com/sets/small/3836-1.jpg;https://images.brickset.com/sets/images/3836-1.jpg
7739;3837-1;Monster 4;2009;Games;;Miscellaneous;Normal;141.0;;7.0;14.99;https://brickset.com/sets/3837-1;https://images.brickset.com/sets/small/3837-1.jpg;https://images.brickset.com/sets/images/3837-1.jpg
7740;3838-1;Lava Dragon ;2009;Games;;Miscellaneous;Normal;131.0;4.0;7.0;14.99;https://brickset.com/sets/3838-1;https://images.brickset.com/sets/small/3838-1.jpg;https://images.brickset.com/sets/images/3838-1.jpg
7741;3839-1;Race 3000;2009;Games;;Miscellaneous;Normal;166.0;;7.0;9.99;https://brickset.com/sets/3839-1;https://images.brickset.com/sets/small/3839-1.jpg;https://images.brickset.com/sets/images/3839-1.jpg
7742;3840-1;Pirate Code;2009;Games;;Miscellaneous;Normal;268.0;1.0;8.0;9.99;https://brickset.com/sets/3840-1;https://images.brickset.com/sets/small/3840-1.jpg;https://images.brickset.com/sets/images/3840-1.jpg
7743;3841-1;Minotaurus;2009;Games;Minotaurus;Miscellaneous;Normal;211.0;12.0;7.0;24.99;https://brickset.com/sets/3841-1;https://images.brickset.com/sets/small/3841-1.jpg;https://images.brickset.com/sets/images/3841-1.jpg
7744;3842-1;Lunar Command ;2009;Games;;Miscellaneous;Normal;271.0;6.0;7.0;;https://brickset.com/sets/3842-1;https://images.brickset.com/sets/small/3842-1.jpg;https://images.brickset.com/sets/images/3842-1.jpg
7745;3843-1;Ramses Pyramid ;2009;Games;Ramses;Miscellaneous;Normal;217.0;13.0;8.0;29.99;https://brickset.com/sets/3843-1;https://images.brickset.com/sets/small/3843-1.jpg;https://images.brickset.com/sets/images/3843-1.jpg
7746;3844-1;Creationary ;2009;Games;Creationary;Miscellaneous;Normal;338.0;2.0;7.0;34.99;https://brickset.com/sets/3844-1;https://images.brickset.com/sets/small/3844-1.jpg;https://images.brickset.com/sets/images/3844-1.jpg
7747;4899-1;Tractor;2009;City;Farm;Modern day;Normal;28.0;1.0;5.0;;https://brickset.com/sets/4899-1;https://images.brickset.com/sets/small/4899-1.jpg;https://images.brickset.com/sets/images/4899-1.jpg
7748;5486-1;Fun With Duplo Bricks;2009;Duplo;;Pre-school;Normal;90.0;;2.0;29.99;https://brickset.com/sets/5486-1;https://images.brickset.com/sets/small/5486-1.jpg;https://images.brickset.com/sets/images/5486-1.jpg
7749;5487-1;Fun With LEGO Bricks;2009;Bricks and More;;Basic;Normal;700.0;;4.0;29.99;https://brickset.com/sets/5487-1;https://images.brickset.com/sets/small/5487-1.jpg;https://images.brickset.com/sets/images/5487-1.jpg
7750;5488-1;Duplo Farm Building Set;2009;Duplo;;Pre-school;Normal;102.0;2.0;2.0;39.99;https://brickset.com/sets/5488-1;https://images.brickset.com/sets/small/5488-1.jpg;https://images.brickset.com/sets/images/5488-1.jpg
7751;5489-1;Ultimate LEGO Vehicle Building Set;2009;Bricks and More;;Basic;Normal;675.0;1.0;4.0;44.99;https://brickset.com/sets/5489-1;https://images.brickset.com/sets/small/5489-1.jpg;https://images.brickset.com/sets/images/5489-1.jpg
7752;5538-1;Duplo Creative Bucket;2009;Duplo;;Pre-school;Normal;76.0;;2.0;29.99;https://brickset.com/sets/5538-1;https://images.brickset.com/sets/small/5538-1.jpg;https://images.brickset.com/sets/images/5538-1.jpg
7753;5539-1;Creative Bucket;2009;Bricks and More;;Basic;Normal;480.0;;4.0;29.99;https://brickset.com/sets/5539-1;https://images.brickset.com/sets/small/5539-1.jpg;https://images.brickset.com/sets/images/5539-1.jpg
7754;5545-1;Stanley at Great Waterton;2009;Duplo;Thomas the Tank Engine;Pre-school;Normal;19.0;1.0;2.0;19.99;https://brickset.com/sets/5545-1;https://images.brickset.com/sets/small/5545-1.jpg;https://images.brickset.com/sets/images/5545-1.jpg
7755;5546-1;Thomas at Morgan's Mine;2009;Duplo;Thomas the Tank Engine;Pre-school;Normal;22.0;1.0;2.0;29.99;https://brickset.com/sets/5546-1;https://images.brickset.com/sets/small/5546-1.jpg;https://images.brickset.com/sets/images/5546-1.jpg
7756;5547-1;James Celebrates Sodor Day;2009;Duplo;Thomas the Tank Engine;Pre-school;Normal;34.0;2.0;2.0;29.99;https://brickset.com/sets/5547-1;https://images.brickset.com/sets/small/5547-1.jpg;https://images.brickset.com/sets/images/5547-1.jpg
7757;5560-1;Large Pink Brick Box;2009;Bricks and More;;Basic;Normal;402.0;1.0;4.0;29.99;https://brickset.com/sets/5560-1;https://images.brickset.com/sets/small/5560-1.jpg;https://images.brickset.com/sets/images/5560-1.jpg
7758;5573-2;Build & Play (Red tub);2009;Bricks and More;;Basic;Normal;639.0;1.0;;;https://brickset.com/sets/5573-2;;
7759;5586-1;Duplo Basic Bricks with Fun Figures;2009;Duplo;;Pre-school;Normal;50.0;;2.0;;https://brickset.com/sets/5586-1;https://images.brickset.com/sets/small/5586-1.jpg;https://images.brickset.com/sets/images/5586-1.jpg
7760;5587-1;Basic Bricks with Fun Figures;2009;Bricks and More;;Basic;Normal;390.0;;4.0;19.99;https://brickset.com/sets/5587-1;https://images.brickset.com/sets/small/5587-1.jpg;https://images.brickset.com/sets/images/5587-1.jpg
7761;5588-1;Duplo Giant Box;2009;Duplo;;Pre-school;Normal;201.0;;2.0;;https://brickset.com/sets/5588-1;https://images.brickset.com/sets/small/5588-1.jpg;https://images.brickset.com/sets/images/5588-1.jpg
7762;5589-1;LEGO Giant Box;2009;Bricks and More;;Basic;Normal;1600.0;;4.0;;https://brickset.com/sets/5589-1;https://images.brickset.com/sets/small/5589-1.jpg;https://images.brickset.com/sets/images/5589-1.jpg
7763;5592-1;My First Plane;2009;Duplo;LEGO Ville;Pre-school;Normal;8.0;2.0;1.0;14.99;https://brickset.com/sets/5592-1;https://images.brickset.com/sets/small/5592-1.jpg;https://images.brickset.com/sets/images/5592-1.jpg
7764;5594-1;Cargo Plane;2009;Duplo;LEGO Ville;Pre-school;Normal;28.0;2.0;2.0;49.99;https://brickset.com/sets/5594-1;https://images.brickset.com/sets/small/5594-1.jpg;https://images.brickset.com/sets/images/5594-1.jpg
7765;5595-1;Airport;2009;Duplo;LEGO Ville;Pre-school;Normal;59.0;4.0;3.0;89.99;https://brickset.com/sets/5595-1;https://images.brickset.com/sets/small/5595-1.jpg;https://images.brickset.com/sets/images/5595-1.jpg
7766;5632-1;Animal Care;2009;Duplo;LEGO Ville;Pre-school;Normal;4.0;1.0;1.0;7.99;https://brickset.com/sets/5632-1;https://images.brickset.com/sets/small/5632-1.jpg;https://images.brickset.com/sets/images/5632-1.jpg
7767;5633-1;Polar Zoo;2009;Duplo;LEGO Ville;Pre-school;Normal;32.0;1.0;2.0;29.99;https://brickset.com/sets/5633-1;https://images.brickset.com/sets/small/5633-1.jpg;https://images.brickset.com/sets/images/5633-1.jpg
7768;5634-1;Feeding Zoo;2009;Duplo;LEGO Ville;Pre-school;Normal;53.0;3.0;2.0;49.99;https://brickset.com/sets/5634-1;https://images.brickset.com/sets/small/5634-1.jpg;https://images.brickset.com/sets/images/5634-1.jpg
7769;5635-1;Big City Zoo;2009;Duplo;LEGO Ville;Pre-school;Normal;125.0;4.0;2.0;89.99;https://brickset.com/sets/5635-1;https://images.brickset.com/sets/small/5635-1.jpg;https://images.brickset.com/sets/images/5635-1.jpg
7770;5636-1;Bus;2009;Duplo;LEGO Ville;Pre-school;Normal;14.0;3.0;2.0;24.99;https://brickset.com/sets/5636-1;https://images.brickset.com/sets/small/5636-1.jpg;https://images.brickset.com/sets/images/5636-1.jpg
7771;5637-1;Garbage Truck;2009;Duplo;LEGO Ville;Pre-school;Normal;12.0;1.0;2.0;16.99;https://brickset.com/sets/5637-1;https://images.brickset.com/sets/small/5637-1.jpg;https://images.brickset.com/sets/images/5637-1.jpg
7772;5638-1;Postman;2009;Duplo;LEGO Ville;Pre-school;Normal;9.0;1.0;2.0;9.99;https://brickset.com/sets/5638-1;https://images.brickset.com/sets/small/5638-1.jpg;https://images.brickset.com/sets/images/5638-1.jpg
7773;5639-1;Family House;2009;Duplo;LEGO Ville;Pre-school;Normal;71.0;4.0;2.0;69.99;https://brickset.com/sets/5639-1;https://images.brickset.com/sets/small/5639-1.jpg;https://images.brickset.com/sets/images/5639-1.jpg
7774;5640-1;Petrol Station;2009;Duplo;LEGO Ville;Pre-school;Normal;24.0;1.0;3.0;24.99;https://brickset.com/sets/5640-1;https://images.brickset.com/sets/small/5640-1.jpg;https://images.brickset.com/sets/images/5640-1.jpg
7775;5641-1;Busy Garage;2009;Duplo;LEGO Ville;Pre-school;Normal;51.0;2.0;3.0;49.99;https://brickset.com/sets/5641-1;https://images.brickset.com/sets/small/5641-1.jpg;https://images.brickset.com/sets/images/5641-1.jpg
7776;5642-1;Tipper Truck;2009;City;Construction;Modern day;Normal;27.0;1.0;;;https://brickset.com/sets/5642-1;https://images.brickset.com/sets/small/5642-1.jpg;https://images.brickset.com/sets/images/5642-1.jpg
7777;5969-1;Squidman Escape;2009;Space;Space Police 3;Action/Adventure;Normal;42.0;2.0;6.0;5.99;https://brickset.com/sets/5969-1;https://images.brickset.com/sets/small/5969-1.jpg;https://images.brickset.com/sets/images/5969-1.jpg
7778;5970-1;Freeze Ray Frenzy;2009;Space;Space Police 3;Action/Adventure;Normal;80.0;2.0;6.0;9.99;https://brickset.com/sets/5970-1;https://images.brickset.com/sets/small/5970-1.jpg;https://images.brickset.com/sets/images/5970-1.jpg
7779;5971-1;Gold Heist;2009;Space;Space Police 3;Action/Adventure;Normal;205.0;2.0;7.0;19.99;https://brickset.com/sets/5971-1;https://images.brickset.com/sets/small/5971-1.jpg;https://images.brickset.com/sets/images/5971-1.jpg
7780;5972-1;Container Heist;2009;Space;Space Police 3;Action/Adventure;Normal;282.0;2.0;7.0;29.99;https://brickset.com/sets/5972-1;https://images.brickset.com/sets/small/5972-1.jpg;https://images.brickset.com/sets/images/5972-1.jpg
7781;5973-1;Hyperspeed Pursuit;2009;Space;Space Police 3;Action/Adventure;Normal;456.0;3.0;7.0;49.99;https://brickset.com/sets/5973-1;https://images.brickset.com/sets/small/5973-1.jpg;https://images.brickset.com/sets/images/5973-1.jpg
7782;5974-1;Galactic Enforcer;2009;Space;Space Police 3;Action/Adventure;Normal;825.0;7.0;8.0;99.99;https://brickset.com/sets/5974-1;https://images.brickset.com/sets/small/5974-1.jpg;https://images.brickset.com/sets/images/5974-1.jpg
7783;5979-1;Max Security Transport;2009;Space;Space Police 3;Action/Adventure;Normal;330.0;3.0;7.0;39.99;https://brickset.com/sets/5979-1;https://images.brickset.com/sets/small/5979-1.jpg;https://images.brickset.com/sets/images/5979-1.jpg
7784;5980-1;Squidman's Pitstop;2009;Space;Space Police 3;Action/Adventure;Normal;389.0;4.0;7.0;49.99;https://brickset.com/sets/5980-1;https://images.brickset.com/sets/small/5980-1.jpg;https://images.brickset.com/sets/images/5980-1.jpg
7785;6191-1;Fire Fighter Building Set;2009;Bricks and More;;Basic;Normal;117.0;1.0;4.0;9.99;https://brickset.com/sets/6191-1;https://images.brickset.com/sets/small/6191-1.jpg;https://images.brickset.com/sets/images/6191-1.jpg
7786;6192-1;Pirate Building Set;2009;Bricks and More;;Basic;Normal;150.0;1.0;4.0;9.99;https://brickset.com/sets/6192-1;https://images.brickset.com/sets/small/6192-1.jpg;https://images.brickset.com/sets/images/6192-1.jpg
7787;6193-1;Castle Building Set;2009;Bricks and More;;Basic;Normal;137.0;1.0;4.0;9.99;https://brickset.com/sets/6193-1;https://images.brickset.com/sets/small/6193-1.jpg;https://images.brickset.com/sets/images/6193-1.jpg
7788;6194-1;My LEGO Town;2009;Bricks and More;;Basic;Normal;516.0;2.0;4.0;29.99;https://brickset.com/sets/6194-1;https://images.brickset.com/sets/small/6194-1.jpg;https://images.brickset.com/sets/images/6194-1.jpg
7789;6239-1;Cannon Battle;2009;Pirates;;Historical;Normal;45.0;2.0;5.0;5.99;https://brickset.com/sets/6239-1;https://images.brickset.com/sets/small/6239-1.jpg;https://images.brickset.com/sets/images/6239-1.jpg
7790;6240-1;Kraken Attackin';2009;Pirates;;Historical;Normal;78.0;2.0;5.0;9.99;https://brickset.com/sets/6240-1;https://images.brickset.com/sets/small/6240-1.jpg;https://images.brickset.com/sets/images/6240-1.jpg
7791;6241-1;Loot Island;2009;Pirates;;Historical;Normal;142.0;3.0;5.0;19.99;https://brickset.com/sets/6241-1;https://images.brickset.com/sets/small/6241-1.jpg;https://images.brickset.com/sets/images/6241-1.jpg
7792;6242-1;Soldiers' Fort;2009;Pirates;;Historical;Normal;367.0;6.0;6.0;49.99;https://brickset.com/sets/6242-1;https://images.brickset.com/sets/small/6242-1.jpg;https://images.brickset.com/sets/images/6242-1.jpg
7793;6243-1;Brickbeard's Bounty;2009;Pirates;;Historical;Normal;592.0;8.0;6.0;99.99;https://brickset.com/sets/6243-1;https://images.brickset.com/sets/small/6243-1.jpg;https://images.brickset.com/sets/images/6243-1.jpg
7794;6253-1;Shipwreck Hideout;2009;Pirates;;Historical;Normal;310.0;6.0;6.0;39.99;https://brickset.com/sets/6253-1;https://images.brickset.com/sets/small/6253-1.jpg;https://images.brickset.com/sets/images/6253-1.jpg
7795;6299-1;Pirates Advent Calendar;2009;Pirates;Seasonal;Historical;Normal;148.0;8.0;5.0;;https://brickset.com/sets/6299-1;https://images.brickset.com/sets/small/6299-1.jpg;https://images.brickset.com/sets/images/6299-1.jpg
7796;6741-1;Mini Jet;2009;Creator;3 in 1;Model making;Normal;63.0;;6.0;5.99;https://brickset.com/sets/6741-1;https://images.brickset.com/sets/small/6741-1.jpg;https://images.brickset.com/sets/images/6741-1.jpg
7797;6742-1;Mini Off-Roader;2009;Creator;3 in 1;Model making;Normal;64.0;;6.0;5.99;https://brickset.com/sets/6742-1;https://images.brickset.com/sets/small/6742-1.jpg;https://images.brickset.com/sets/images/6742-1.jpg
7798;6743-1;Street Speeder;2009;Creator;3 in 1;Model making;Normal;165.0;;6.0;12.99;https://brickset.com/sets/6743-1;https://images.brickset.com/sets/small/6743-1.jpg;https://images.brickset.com/sets/images/6743-1.jpg
7799;6745-1;Propeller Power;2009;Creator;3 in 1;Model making;Normal;247.0;;7.0;19.99;https://brickset.com/sets/6745-1;https://images.brickset.com/sets/small/6745-1.jpg;https://images.brickset.com/sets/images/6745-1.jpg
7800;6747-1;Race Rider;2009;Creator;3 in 1;Model making;Normal;266.0;;7.0;19.99;https://brickset.com/sets/6747-1;https://images.brickset.com/sets/small/6747-1.jpg;https://images.brickset.com/sets/images/6747-1.jpg
7801;6751-1;Fiery Legend;2009;Creator;3 in 1;Model making;Normal;479.0;;7.0;39.99;https://brickset.com/sets/6751-1;https://images.brickset.com/sets/small/6751-1.jpg;https://images.brickset.com/sets/images/6751-1.jpg
7802;6752-1;Fire Rescue;2009;Creator;3 in 1;Model making;Normal;771.0;;8.0;59.99;https://brickset.com/sets/6752-1;https://images.brickset.com/sets/small/6752-1.jpg;https://images.brickset.com/sets/images/6752-1.jpg
7803;6753-1;Highway Transport;2009;Creator;3 in 1;Model making;Normal;1294.0;;9.0;89.99;https://brickset.com/sets/6753-1;https://images.brickset.com/sets/small/6753-1.jpg;https://images.brickset.com/sets/images/6753-1.jpg
7804;6754-1;Family Home;2009;Creator;3 in 1;Model making;Normal;976.0;;8.0;59.99;https://brickset.com/sets/6754-1;https://images.brickset.com/sets/small/6754-1.jpg;https://images.brickset.com/sets/images/6754-1.jpg
7805;7078-1;King's Battle Chariot;2009;Castle;Fantasy Era;Historical;Normal;103.0;4.0;6.0;19.99;https://brickset.com/sets/7078-1;https://images.brickset.com/sets/small/7078-1.jpg;https://images.brickset.com/sets/images/7078-1.jpg
7806;7079-1;Drawbridge Defense;2009;Castle;Fantasy Era;Historical;Normal;335.0;7.0;7.0;39.99;https://brickset.com/sets/7079-1;https://images.brickset.com/sets/small/7079-1.jpg;https://images.brickset.com/sets/images/7079-1.jpg
7807;7097-1;Trolls' Mountain Fortress;2009;Castle;Fantasy Era;Historical;Normal;844.0;10.0;7.0;99.99;https://brickset.com/sets/7097-1;https://images.brickset.com/sets/small/7097-1.jpg;https://images.brickset.com/sets/images/7097-1.jpg
7808;7195-1;Ambush In Cairo;2009;Indiana Jones;Raiders of the Lost Ark;Licensed;Normal;79.0;4.0;6.0;10.99;https://brickset.com/sets/7195-1;https://images.brickset.com/sets/small/7195-1.jpg;https://images.brickset.com/sets/images/7195-1.jpg
7809;7196-1;Chauchilla Cemetery Battle;2009;Indiana Jones;Kingdom of the Crystal Skull;Licensed;Normal;187.0;5.0;7.0;19.99;https://brickset.com/sets/7196-1;https://images.brickset.com/sets/small/7196-1.jpg;https://images.brickset.com/sets/images/7196-1.jpg
7810;7197-1;Venice Canal Chase;2009;Indiana Jones;Last Crusade;Licensed;Normal;420.0;4.0;7.0;39.99;https://brickset.com/sets/7197-1;https://images.brickset.com/sets/small/7197-1.jpg;https://images.brickset.com/sets/images/7197-1.jpg
7811;7198-1;Fighter Plane Attack;2009;Indiana Jones;Last Crusade;Licensed;Normal;384.0;3.0;7.0;49.99;https://brickset.com/sets/7198-1;https://images.brickset.com/sets/small/7198-1.jpg;https://images.brickset.com/sets/images/7198-1.jpg
7812;7199-1;The Temple of Doom;2009;Indiana Jones;Temple of Doom;Licensed;Normal;652.0;6.0;8.0;89.99;https://brickset.com/sets/7199-1;https://images.brickset.com/sets/small/7199-1.jpg;https://images.brickset.com/sets/images/7199-1.jpg
7813;7614-1;Elephant Bucket;2009;Duplo;;Pre-school;Normal;49.0;2.0;;;https://brickset.com/sets/7614-1;https://images.brickset.com/sets/small/7614-1.jpg;https://images.brickset.com/sets/images/7614-1.jpg
7814;7615-1;Basic Blue Bucket;2009;Bricks and More;;Basic;Normal;465.0;2.0;;;https://brickset.com/sets/7615-1;https://images.brickset.com/sets/small/7615-1.jpg;https://images.brickset.com/sets/images/7615-1.jpg
7815;7616-1;Basic Red Bucket;2009;Bricks and More;;Basic;Normal;427.0;;;;https://brickset.com/sets/7616-1;https://images.brickset.com/sets/small/7616-1.jpg;https://images.brickset.com/sets/images/7616-1.jpg
7816;7618-1;Fun Zoo;2009;Duplo;;Pre-school;Normal;115.0;1.0;;;https://brickset.com/sets/7618-1;https://images.brickset.com/sets/small/7618-1.jpg;https://images.brickset.com/sets/images/7618-1.jpg
7817;7630-1;Front-End Loader;2009;City;Construction;Modern day;Normal;108.0;1.0;5.0;12.99;https://brickset.com/sets/7630-1;https://images.brickset.com/sets/small/7630-1.jpg;https://images.brickset.com/sets/images/7630-1.jpg
7818;7631-1;Dump Truck;2009;City;Construction;Modern day;Normal;189.0;1.0;5.0;19.99;https://brickset.com/sets/7631-1;https://images.brickset.com/sets/small/7631-1.jpg;https://images.brickset.com/sets/images/7631-1.jpg
7819;7632-1;Crawler Crane;2009;City;Construction;Modern day;Normal;481.0;2.0;5.0;59.99;https://brickset.com/sets/7632-1;https://images.brickset.com/sets/small/7632-1.jpg;https://images.brickset.com/sets/images/7632-1.jpg
7820;7633-1;Construction Site;2009;City;Construction;Modern day;Normal;898.0;5.0;6.0;99.99;https://brickset.com/sets/7633-1;https://images.brickset.com/sets/small/7633-1.jpg;https://images.brickset.com/sets/images/7633-1.jpg
7821;7634-1;Tractor;2009;City;Farm;Modern day;Normal;78.0;1.0;5.0;12.99;https://brickset.com/sets/7634-1;https://images.brickset.com/sets/small/7634-1.jpg;https://images.brickset.com/sets/images/7634-1.jpg
7822;7635-1;4WD with Horse Trailer;2009;City;Farm;Modern day;Normal;176.0;2.0;5.0;17.48;https://brickset.com/sets/7635-1;https://images.brickset.com/sets/small/7635-1.jpg;https://images.brickset.com/sets/images/7635-1.jpg
7823;7636-1;Combine Harvester;2009;City;Farm;Modern day;Normal;360.0;1.0;5.0;44.99;https://brickset.com/sets/7636-1;https://images.brickset.com/sets/small/7636-1.jpg;https://images.brickset.com/sets/images/7636-1.jpg
7824;7637-1;Farm;2009;City;Farm;Modern day;Normal;609.0;3.0;5.0;89.99;https://brickset.com/sets/7637-1;https://images.brickset.com/sets/small/7637-1.jpg;https://images.brickset.com/sets/images/7637-1.jpg
7825;7638-1;Tow Truck;2009;City;Traffic;Modern day;Normal;129.0;1.0;5.0;12.99;https://brickset.com/sets/7638-1;https://images.brickset.com/sets/small/7638-1.jpg;https://images.brickset.com/sets/images/7638-1.jpg
7826;7639-1;Camper;2009;City;Great Outdoors;Modern day;Normal;165.0;2.0;5.0;16.99;https://brickset.com/sets/7639-1;https://images.brickset.com/sets/small/7639-1.jpg;https://images.brickset.com/sets/images/7639-1.jpg
7827;7641-1;City Corner;2009;City;Town;Modern day;Normal;483.0;5.0;5.0;59.99;https://brickset.com/sets/7641-1;https://images.brickset.com/sets/small/7641-1.jpg;https://images.brickset.com/sets/images/7641-1.jpg
7828;7642-1;Garage;2009;City;Town;Modern day;Normal;953.0;4.0;6.0;99.99;https://brickset.com/sets/7642-1;https://images.brickset.com/sets/small/7642-1.jpg;https://images.brickset.com/sets/images/7642-1.jpg
7829;7643-1;Air-Show Plane;2009;City;Air Show;Modern day;Normal;115.0;2.0;5.0;;https://brickset.com/sets/7643-1;https://images.brickset.com/sets/small/7643-1.jpg;https://images.brickset.com/sets/images/7643-1.jpg
